screen,double,cos_ab,triage_score,triage_rank,unreachable_fraction,double_effect_norm,emergence_z,p_value,floor_ratio,ci_low,ci_high,geometry_status,bar_a_p_lt_0p05,bar_b_floor_ge_1p9,certified_emergent
Norman_GSE133344_K562-A549_CRISPRa,FOSB+CEBPB,0.7864,-0.7864,118,0.2617,10.6214,9.401,0.004975124378109453,1.429,0.3035,0.324,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+PTPN12,0.8004,-0.8004,119,0.2408,5.8971,12.006,0.004975124378109453,1.621,0.2703,0.2902,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,UBASH3B+ZBTB25,0.8192,-0.8192,120,0.2295,5.5068,8.24,0.004975124378109453,1.389,0.2675,0.2907,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CBL+UBASH3B,0.8217,-0.8217,121,0.2425,7.2095,27.706,0.004975124378109453,2.225,0.2563,0.2701,outside_model_cone,True,True,True
Norman_GSE133344_K562-A549_CRISPRa,FOXA3+FOXA1,0.8313,-0.8313,122,0.3241,5.753,15.054,0.004975124378109453,1.657,0.3572,0.3811,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CDKN1B+CDKN1A,0.8411,-0.8411,123,0.2827,5.4597,6.512,0.004975124378109453,1.284,0.336,0.3624,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPB+CEBPA,0.8514,-0.8514,124,0.218,12.7896,5.488,0.004975124378109453,1.215,0.2699,0.2881,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CDKN1C+CDKN1B,0.8528,-0.8528,125,0.3228,5.1764,1.164,0.13930348258706468,1.06,0.409,0.4465,outside_model_cone,False,False,False
Norman_GSE133344_K562-A549_CRISPRa,IGDCC3+PRTG,0.8689,-0.8689,126,0.313,5.3872,5.131,0.004975124378109453,1.245,0.3737,0.4033,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPE+CEBPB,0.8866,-0.8866,127,0.2306,10.254,7.697,0.004975124378109453,1.306,0.2754,0.2962,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CDKN1C+CDKN1A,0.8884,-0.8884,128,0.2954,5.6929,4.156,0.004975124378109453,1.2,0.3593,0.3886,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,CEBPE+CEBPA,0.8997,-0.8997,129,0.1805,13.5121,19.617,0.004975124378109453,1.83,0.1983,0.2115,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,C3orf72+FOXL2,0.8999,-0.8999,130,0.5056,5.3961,3.677,0.004975124378109453,1.145,0.5878,0.6287,outside_model_cone,True,False,False
Norman_GSE133344_K562-A549_CRISPRa,ETS2+MAPK1,0.9548,-0.9548,131,0.2423,7.1851,23.154,0.004975124378109453,2.118,0.2582,0.2746,outside_model_cone,True,True,True
